freq ph
1000 0.833573
1438.45 1.29363
2069.14 0.9525
2976.35 1.65104
4281.33 3.72978
6158.48 5.15482
8858.67 6.81174
12742.7 7.94211
18329.8 11.2413
26366.5 14.0139
37926.9 18.4624
54555.9 24.2101
78476 26.9689
112884 31.357
162378 33.0648
233572 32.5907
335982 30.6646
483293 28.1448
695193 26.0036
1e+06 25.0716

