freq mag
1000 855.886
1438.45 857.325
2069.14 856.712
2976.35 853.724
4281.33 850.214
6158.48 848.157
8858.67 890.743
12742.7 868.211
18329.8 839.094
26366.5 785.381
37926.9 728.66
54555.9 704.537
78476 597.139
112884 530.748
162378 448.721
233572 400.975
335982 304.405
483293 295.29
695193 279.603
1e+06 229.678

