freq mag
1000 883.15
1438.45 897.314
2069.14 887.51
2976.35 889.812
4281.33 885.436
6158.48 849.804
8858.67 842.826
12742.7 874.437
18329.8 843.177
26366.5 820.444
37926.9 779.314
54555.9 669.149
78476 603.672
112884 558.665
162378 418.76
233572 407.888
335982 354.471
483293 305.52
695193 282.572
1e+06 265.359

