freq mag
1000 885.258
1438.45 880.505
2069.14 851.82
2976.35 891.319
4281.33 892.365
6158.48 859.333
8858.67 881.008
12742.7 884.723
18329.8 819.408
26366.5 806.938
37926.9 733.817
54555.9 667.854
78476 618.427
112884 508.28
162378 449.73
233572 378.231
335982 306.445
483293 304.28
695193 235.706
1e+06 209.798

