freq mag
1000 859.5
1438.45 880.96
2069.14 856.32
2976.35 862.901
4281.33 854.379
6158.48 849.794
8858.67 857.791
12742.7 850.63
18329.8 849.697
26366.5 795.906
37926.9 770.436
54555.9 700.3
78476 612.91
112884 498.458
162378 437.535
233572 388.865
335982 330.171
483293 269.283
695193 278.515
1e+06 227.357

