freq ph
1000 0.644389
1438.45 0.596468
2069.14 1.96161
2976.35 2.2145
4281.33 3.03395
6158.48 4.99732
8858.67 6.61631
12742.7 7.46576
18329.8 11.5215
26366.5 14.3857
37926.9 18.104
54555.9 23.6022
78476 27.488
112884 31.0191
162378 31.8208
233572 32.5693
335982 29.6157
483293 28.1873
695193 25.8311
1e+06 24.7064

