freq ph
1000 0.227354
1438.45 1.7448
2069.14 1.89161
2976.35 3.13962
4281.33 2.68623
6158.48 4.12366
8858.67 5.63998
12742.7 8.33435
18329.8 10.619
26366.5 14.0554
37926.9 18.6317
54555.9 22.9015
78476 28.1828
112884 31.3397
162378 32.6144
233572 31.8852
335982 30.5882
483293 28.3087
695193 25.3461
1e+06 24.2813

