freq ph
1000 0.674759
1438.45 0.662014
2069.14 1.38765
2976.35 2.26336
4281.33 3.51505
6158.48 5.16199
8858.67 6.08359
12742.7 8.06193
18329.8 10.4963
26366.5 15.1075
37926.9 18.6179
54555.9 22.65
78476 28.0206
112884 31.3731
162378 32.2906
233572 32.5558
335982 30.297
483293 27.4551
695193 26.6761
1e+06 24.9127

