freq mag
1000 903.067
1438.45 868.295
2069.14 906.922
2976.35 873.81
4281.33 857.325
6158.48 843.694
8858.67 897.059
12742.7 851.774
18329.8 813.783
26366.5 784.847
37926.9 763.54
54555.9 695.039
78476 643.343
112884 520.694
162378 450.018
233572 399.982
335982 335.278
483293 288.015
695193 289.08
1e+06 270.034

