freq ph
1000 1.19591
1438.45 1.54146
2069.14 1.92358
2976.35 2.07992
4281.33 3.54002
6158.48 3.99649
8858.67 5.40465
12742.7 8.2651
18329.8 11.832
26366.5 15.4125
37926.9 18.4312
54555.9 23.7731
78476 27.6289
112884 30.3511
162378 32.071
233572 31.2595
335982 29.925
483293 28.5468
695193 26.2276
1e+06 24.727

