freq ph
1000 0.153611
1438.45 1.42429
2069.14 2.49344
2976.35 2.4468
4281.33 3.49009
6158.48 4.68577
8858.67 6.76253
12742.7 7.85876
18329.8 10.8023
26366.5 14.8024
37926.9 18.8045
54555.9 23.1685
78476 28.4123
112884 30.7533
162378 32.5102
233572 32.2104
335982 30.669
483293 28.0051
695193 25.4828
1e+06 25.0983

