freq ph
1000 1.23341
1438.45 1.00379
2069.14 1.0967
2976.35 2.88475
4281.33 3.80746
6158.48 4.99756
8858.67 6.24358
12742.7 8.05871
18329.8 11.3591
26366.5 14.9968
37926.9 18.3251
54555.9 22.8263
78476 27.2579
112884 30.8769
162378 32.9949
233572 31.4014
335982 30.2209
483293 27.4481
695193 25.9322
1e+06 24.0111

