freq mag
1000 905.711
1438.45 914.198
2069.14 877.673
2976.35 872.228
4281.33 872.694
6158.48 903.201
8858.67 863.662
12742.7 866.409
18329.8 820.821
26366.5 812.638
37926.9 732.646
54555.9 682.888
78476 584.107
112884 553.704
162378 465.218
233572 374.455
335982 306.545
483293 261.967
695193 264.53
1e+06 243.092

