freq mag
1000 876.039
1438.45 860.131
2069.14 908.206
2976.35 897.179
4281.33 891.605
6158.48 904.504
8858.67 887.611
12742.7 848.994
18329.8 862.489
26366.5 773.419
37926.9 755.491
54555.9 664.12
78476 621.104
112884 546.914
162378 428.202
233572 374.857
335982 308.652
483293 297.574
695193 258.558
1e+06 222.014

