freq mag
1000 736.842
1438.45 725.228
2069.14 746.811
2976.35 747.527
4281.33 712.425
6158.48 715.139
8858.67 705.625
12742.7 696.929
18329.8 679.596
26366.5 620.057
37926.9 590.997
54555.9 545.433
78476 472.088
112884 388.844
162378 292.753
233572 253.598
335982 186.474
483293 142.488
695193 124.035
1e+06 103.412

