freq ph
1000 -1.44811
1438.45 -0.160748
2069.14 0.369578
2976.35 0.414195
4281.33 2.25204
6158.48 4.48695
8858.67 6.92757
12742.7 9.46668
18329.8 12.9025
26366.5 16.3199
37926.9 22.4922
54555.9 27.8422
78476 36.2599
112884 41.9645
162378 45.2756
233572 47.9332
335982 48.837
483293 47.9756
695193 43.258
1e+06 37.6447

