freq ph
1000 -0.515662
1438.45 0.633518
2069.14 -0.00538648
2976.35 0.309339
4281.33 2.53991
6158.48 3.34416
8858.67 7.16755
12742.7 8.19163
18329.8 13.0085
26366.5 16.1538
37926.9 23.2974
54555.9 29.5573
78476 35.8898
112884 40.8924
162378 45.175
233572 47.478
335982 47.8945
483293 47.8216
695193 43.0287
1e+06 37.3176

