freq ph
1000 -1.62668
1438.45 0.236147
2069.14 0.629065
2976.35 1.79063
4281.33 3.4985
6158.48 4.45619
8858.67 6.78537
12742.7 9.8539
18329.8 12.918
26366.5 18.0133
37926.9 23.3327
54555.9 28.3916
78476 36.4451
112884 41.6057
162378 45.0977
233572 48.4022
335982 49.4841
483293 47.8485
695193 43.6275
1e+06 37.5231

