freq mag
1000 758.177
1438.45 721.815
2069.14 751.421
2976.35 710.095
4281.33 746.794
6158.48 711.719
8858.67 706.691
12742.7 708.264
18329.8 677.819
26366.5 612.847
37926.9 570.289
54555.9 536.886
78476 435.982
112884 361.494
162378 276.188
233572 253.333
335982 196.024
483293 153.697
695193 109.955
1e+06 103.282

