freq mag
1000 760.17
1438.45 731.319
2069.14 714.134
2976.35 720.389
4281.33 727.709
6158.48 711.675
8858.67 688.866
12742.7 693.85
18329.8 683.694
26366.5 640.053
37926.9 604.237
54555.9 552.118
78476 441.169
112884 385.878
162378 297.451
233572 247.278
335982 198.473
483293 151.924
695193 123.78
1e+06 105.406

