freq ph
1000 -1.68874
1438.45 -0.95942
2069.14 -0.521013
2976.35 1.45252
4281.33 2.96566
6158.48 2.86173
8858.67 5.71371
12742.7 9.87477
18329.8 13.0347
26366.5 16.1982
37926.9 22.9234
54555.9 28.5055
78476 34.5408
112884 41.8069
162378 44.7755
233572 49.2208
335982 47.9651
483293 47.6808
695193 44.2157
1e+06 38.8805

