freq ph
1000 -1.36355
1438.45 -0.282345
2069.14 1.57053
2976.35 0.51591
4281.33 2.23724
6158.48 3.23626
8858.67 5.43409
12742.7 7.84759
18329.8 13.3454
26366.5 17.8902
37926.9 23.3209
54555.9 29.7799
78476 36.1654
112884 42.3775
162378 45.5662
233572 48.1093
335982 47.5987
483293 47.7754
695193 43.2877
1e+06 39.2793

