freq mag
1000 766.459
1438.45 757.933
2069.14 755.192
2976.35 749.871
4281.33 705.991
6158.48 690.224
8858.67 700.261
12742.7 674.971
18329.8 677.225
26366.5 623.771
37926.9 573
54555.9 507.097
78476 480.361
112884 362.349
162378 295.001
233572 213.313
335982 157.082
483293 145.931
695193 129.16
1e+06 110.724

