freq mag
1000 729.156
1438.45 730.624
2069.14 742.359
2976.35 731.142
4281.33 711.95
6158.48 736.21
8858.67 723.315
12742.7 690.916
18329.8 672.017
26366.5 648.205
37926.9 565.006
54555.9 550.719
78476 457.633
112884 399.756
162378 324.85
233572 243.077
335982 185.241
483293 117.15
695193 109.037
1e+06 68.74

