freq ph
1000 -0.338128
1438.45 0.538479
2069.14 1.47064
2976.35 1.22301
4281.33 2.63134
6158.48 5.07848
8858.67 5.08073
12742.7 8.80556
18329.8 11.9882
26366.5 17.1327
37926.9 23.0415
54555.9 28.9665
78476 35.0065
112884 41.8117
162378 46.3546
233572 49.0531
335982 48.1019
483293 46.1352
695193 42.6958
1e+06 38.6293

