freq mag
1000 753.386
1438.45 766.528
2069.14 725.628
2976.35 735.875
4281.33 721.505
6158.48 729.02
8858.67 677.244
12742.7 695.531
18329.8 654.704
26366.5 614.688
37926.9 581.569
54555.9 525.821
78476 481.435
112884 358.633
162378 313.367
233572 240.756
335982 195.23
483293 157.896
695193 123.246
1e+06 87.5233

