freq ph
1000 -0.475636
1438.45 0.385587
2069.14 0.651859
2976.35 1.37328
4281.33 1.36061
6158.48 4.55951
8858.67 7.09921
12742.7 7.97548
18329.8 12.6473
26366.5 17.2623
37926.9 21.8007
54555.9 28.2271
78476 35.0695
112884 40.7394
162378 45.681
233572 48.8794
335982 47.9066
483293 47.9963
695193 42.5576
1e+06 38.4466

